TERM,term,CRN,Course,ATTR,TITLE,DESCRIPTION,MEETINGDAYS,BLDG_ROOM,CLAS_DAYS,CLASTIME,CLAS_BLDGROOM,CMT1_DAYS,CMT1TIME,CMT1_BLDGROOM,SWAP_ENRL,SWAP_MAXENRL,PROJECTEDENRL,INST_LIN,INSTRUCTOR,XLST_GRP,XLST_CRSE,COLLEG,Sustainable,Justification,Keyword Match,Course WS Match,WS/Sustainable Faculty Match,Prev Identified Match,CC Encounter Match
202510,spring 2025,15203,BZX 002-025,,Student to Professional Co-Curriculum Tier 17,"The Student to Professional (STP) Co-Curriculum is a required, non-graded experience focused on academic success and professional preparation for all undergraduate students in business programs (BSBU, CSB, and IBE). In STP Tier 2, students gain understanding of basic professional development skills and resources through a small-group experience facilitated by faculty and staff volunteers, with the goal of providing equitable scaffolding to help students prepare for subsequent, more independent engagement in the sophomore-level co-curriculum.",W,BI 221,,-, ,,-, ,24,24,20,864906760,"Guynn, Kathryn",VW,"BZX 002-024 (13577), BZX 002-026 (13578)",Business,,,,,,,
202510,spring 2025,13578,BZX 002-026,,Student to Professional Co-Curriculum Tier 18,"The Student to Professional (STP) Co-Curriculum is a required, non-graded experience focused on academic success and professional preparation for all undergraduate students in business programs (BSBU, CSB, and IBE). In STP Tier 2, students gain understanding of basic professional development skills and resources through a small-group experience facilitated by faculty and staff volunteers, with the goal of providing equitable scaffolding to help students prepare for subsequent, more independent engagement in the sophomore-level co-curriculum.",W,BI 221,,-, ,,-, ,24,24,20,864906760,"Guynn, Kathryn",VW,"BZX 002-024 (13577), BZX 002-025 (15203)",Business,,,,,,,
202440,fall 2024,45767,ECE 313-010,,Power Electronics,"Introduction to power semiconductor devices, circuits, and applications. Diodes, thyristors, bipolar and MOS transistors, IGBTs, and other emerging types, and their use in typical power conversion circuits such as rectifiers, buck and boost converters, and dc-dc, dc-ac, and ac-ac inverters and converters. Application examples in motor drives, power supplies and HVDC transmission.",M W,PA 503,,-, ,,-, ,10,10,10,800152634,"Zhang, Hua",VX,ECE 413-010 (45768),Engineering,,,,,,,
202440,fall 2024,45768,ECE 413-010,,Power Electronics,"Introduction to power semiconductor devices, circuits, and applications. Diodes, thyristors, bipolar and MOS transistors, IGBTs, and other emerging types, and their use in typical power conversion circuits such as rectifiers, buck and boost converters, and dc-dc, dc-ac, and ac-ac inverters and converters. Application examples in motor drives, power supplies and HVDC transmission. This course, a version of ECE 313 for graduate students, requires research projects and advanced assignments. Credit will not be given for both ECE 313 and ECE 413.",M W,PA 503,,-, ,,-, ,10,10,10,800152634,"Zhang, Hua",VX,ECE 313-010 (45767),Engineering,,,,,,,
202510,spring 2025,13580,BZX 002-029,,Student to Professional Co-Curriculum Tier 20,"The Student to Professional (STP) Co-Curriculum is a required, non-graded experience focused on academic success and professional preparation for all undergraduate students in business programs (BSBU, CSB, and IBE). In STP Tier 2, students gain understanding of basic professional development skills and resources through a small-group experience facilitated by faculty and staff volunteers, with the goal of providing equitable scaffolding to help students prepare for subsequent, more independent engagement in the sophomore-level co-curriculum.",R,RB 161,,-, ,,-, ,21,21,20,860955007,"Mir, Saif",VX,BZX 002-030 (13581),Business,,,,,,,
202510,spring 2025,13581,BZX 002-030,,Student to Professional Co-Curriculum Tier 21,"The Student to Professional (STP) Co-Curriculum is a required, non-graded experience focused on academic success and professional preparation for all undergraduate students in business programs (BSBU, CSB, and IBE). In STP Tier 2, students gain understanding of basic professional development skills and resources through a small-group experience facilitated by faculty and staff volunteers, with the goal of providing equitable scaffolding to help students prepare for subsequent, more independent engagement in the sophomore-level co-curriculum.",R,RB 161,,-, ,,-, ,21,21,20,860955007,"Mir, Saif",VX,BZX 002-029 (13580),Business,,,,,,,
202440,fall 2024,43798,CSE 349-010,,Big Data Analytics,"Provides working knowledge of large-scale data analysis using open source frameworks such as Apache Spark and Waikato Environment for Knowledge Analysis (Weka). Includes patterns employed in big data analytics, including classification, collaborative filtering, recommender systems, natural language processing, simulation, deep learning, and anomaly detection. Project-oriented software course; students should have substantial programming experience in one or more high-level languages. Past experience in data mining and/or machine learning expected. Credit will not be given for both 349 and 449.",M W,BC 115,,-, ,,-, ,8,30,30,875089731,"Lopresti, Daniel",VY,"CSE 349-011 (44724), CSE 449-010 (43799), CSE 449-011 (44725)",Engineering,,,,,,,
202440,fall 2024,43799,CSE 449-010,,Big Data Analytics,"Provides working knowledge of large-scale data analysis using open source frameworks such as Apache Spark and Waikato Environment for Knowledge Analysis (Weka). Includes patterns employed in big data analytics, including classification, collaborative filtering, recommender systems, natural language processing, simulation, deep learning, and anomaly detection. Project-oriented software course; students should have substantial programming experience in one or more high-level languages. Past experience in data mining and/or machine learning expected. Credit will not be given for both 349 and 449.",M W,BC 115,,-, ,,-, ,8,30,30,875089731,"Lopresti, Daniel",VY,"CSE 349-010 (43798), CSE 349-011 (44724), CSE 449-011 (44725)",Engineering,,,,,,,
202510,spring 2025,13583,BZX 002-031,,Student to Professional Co-Curriculum Tier 22,"The Student to Professional (STP) Co-Curriculum is a required, non-graded experience focused on academic success and professional preparation for all undergraduate students in business programs (BSBU, CSB, and IBE). In STP Tier 2, students gain understanding of basic professional development skills and resources through a small-group experience facilitated by faculty and staff volunteers, with the goal of providing equitable scaffolding to help students prepare for subsequent, more independent engagement in the sophomore-level co-curriculum.",R,BI 224,,-, ,,-, ,18,18,20,855434764,"Uhrich, Timothy",VY,BZX 002-032 (13584),Business,,,,,,,
202510,spring 2025,13584,BZX 002-032,,Student to Professional Co-Curriculum Tier 23,"The Student to Professional (STP) Co-Curriculum is a required, non-graded experience focused on academic success and professional preparation for all undergraduate students in business programs (BSBU, CSB, and IBE). In STP Tier 2, students gain understanding of basic professional development skills and resources through a small-group experience facilitated by faculty and staff volunteers, with the goal of providing equitable scaffolding to help students prepare for subsequent, more independent engagement in the sophomore-level co-curriculum.",R,BI 224,,-, ,,-, ,18,18,20,855434764,"Uhrich, Timothy",VY,BZX 002-031 (13583),Business,,,,,,,
202440,fall 2024,45199,CSE 371-010,,Principles of Mobile Computing,"Fundamental concepts and technology underlying mobile computing. Current research in these areas. Examples drawn from a variety of application domains such as health monitoring, energy management, commerce, and travel. Issues of system efficiency will be studied, including efficient handling of large data such as images and effective use of cloud storage. Recent research papers will be discussed. Credit will not be given for both CSE371 and CSE471.",M W,PA 360,,-, ,,-, ,6,40,19,824703058,"Chuah, Mooi Choo",VZ,CSE 471-010 (45200),Engineering,,,,,,,
202440,fall 2024,45200,CSE 471-010,,Principles of Mobile Computing,"Course topics include fundamental concepts and technology underlying mobile computing and current research in these areas. Examples drawn from a variety of application domains such as health monitoring, energy management, commerce, and travel. Issues of system efficiency will be studied, including efficient handling of large data such as images and effective use of cloud storage. Recent research papers will be discussed. The graduate version of CSE 371 requires additional effort. Credit will not be given for both CSE371 and CSE471.",M W,PA 360,,-, ,,-, ,6,40,19,824703058,"Chuah, Mooi Choo",VZ,CSE 371-010 (45199),Engineering,,,,,,,
202510,spring 2025,11436,SPAN 152-010,,Cultural Evol Latin Amer,The historical and cultural evolution of Latin America. Discussion of representative literary works in their cultural and historical contexts.,M W,TBD ,,-, ,,-, ,6,16,18,800140729,"Maggi, Diego",WA,LAS 152-010 (10909),Arts & Sciences,,,,,,,
202510,spring 2025,12108,LAS 211-010,,Business Spanish,An introduction to business concepts and vocabulary in Spanish. Specialized professional vocabulary and business culture in Spanish-speaking countries.,M W,MO 355,,-, ,,-, ,15,15,20,811481566,"Cortez, Eunice",WB,SPAN 211-010 (12107),Arts & Sciences,,,,,,,
202510,spring 2025,12107,SPAN 211-010,,Business Spanish,An introduction to business concepts and vocabulary in Spanish. Specialized professional vocabulary and business culture in Spanish-speaking countries.,M W,MO 355,,-, ,,-, ,15,15,15,811481566,"Cortez, Eunice",WB,LAS 211-010 (12108),Arts & Sciences,,,,,,,
202510,spring 2025,15297,FILM 265-010,,Spanish and Latin American Cinema,An introduction to cinema in the Spanish-speaking world. Oral discussion and written analysis of selected films. Students view films independently.,M W,WH 451,,-, ,,-, ,13,15,18,819863887,"Reuben, Sara",WC,"LAS 265-010 (15112), SPAN 265-010 (15111)",Arts & Sciences,,,,,,,
202510,spring 2025,15111,SPAN 265-010,,Span & Latin Amer Cinema,An introduction to cinema in the Spanish-speaking world. Oral discussion and written analysis of selected films. Students view films independently.,M W,WH 451,,-, ,,-, ,13,15,18,819863887,"Reuben, Sara",WC,"FILM 265-010 (15297), LAS 265-010 (15112)",Arts & Sciences,,,,,,,
202510,spring 2025,15113,SPAN 398-010,,Cross-Border Identities,"This course examines various fictional and non-fictional literature and films that portray the experiences of Latin American migrants during the 20th and 21st centuries. The selected works focus mainly on contemporary migrations at the US-Mexico border, as well as exiles from the Southern Cone during the 1970s and 80s dictatorships, Cuba under Fidel Castro's regime, and present-day Venezuela. Through these representations, this course studies migrants' struggles linked with national identity, belonging, nostalgia, trauma, inequalities, discrimination, gender-based violence, irregular border crossings, and cultural adaptation. Moreover, exploring Latin American migrations can illuminate numerous political and economic challenges in the Americas today.",M W,MG 290,,-, ,,-, ,11,12,12,800140729,"Maggi, Diego",WD,LAS 398-010 (15114),Arts & Sciences,,,,,,,
